Site,ACD_LOCATION,IDM_EIR_site,COUNTRY,INC,INC_LAR,INC_UAR,INTERVENTION,EIR,EIR_FOR_SIM,EIR_FOR_SIM_V2,EIR_FOR_SIM_V3,SEASON_FOR_SIM,SIM_RUN_PRIORITY,START_YEAR,PI_ID,INC_AUTHOR,INC_PUBYEAR,GRIFFIN,CAMERON,LAT,LONG,START_MONTH,END_MONTH,END_YEAR,TIME,TIME_CAT,FREQ_ACD,FREQ_ACD_NUM,PCD,POP,d,PYO,PYO_APPR,DIAGNOSTIC,CLINICAL_DEF,CASE_DENS_THRESH,PR_AUTHOR,PR_PUBYEAR,PR_MONTH,PR_YEAR,N_SURVEYS,PR_LAR,PR_UAR,AGE_MATCH,N,N_POS,N_POS_ADJ,PR,PR_DIAGNOSTIC,PapPR_Stand,PR_Stand,PMID,PR_PMID
manhica_1996,Manhica,,Mozambique,505.53,0,1,None,NA,,,,midSeason,5,1996,5346_01,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,1.67,13-23 mo,Weekly,7,No,235,198,391.6667,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,0,1,1,NA,NA,NA,0.1117,Microscopy,0.1117,0.1117,16117957,
manhica_1996,Manhica,,Mozambique,188.9,1,2,None,NA,,,,midSeason,5,1996,5346_02,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,2.58,>24 mo,Weekly,7,No,125,61,322.9167,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,1,2,1,NA,NA,NA,0.2216,Microscopy,0.2216,0.2216,16117957,
manhica_1996,Manhica,,Mozambique,322.06,2,3,None,NA,,,,midSeason,5,1996,5346_03,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,2.58,>24 mo,Weekly,7,No,125,104,322.9167,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,2,3,1,NA,NA,NA,0.242,Microscopy,0.242,0.242,16117957,
manhica_1996,Manhica,,Mozambique,257.03,3,4,None,NA,,,,midSeason,5,1996,5346_04,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,2.58,>24 mo,Weekly,7,No,125,83,322.9167,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,3,4,1,NA,NA,NA,0.3062,Microscopy,0.3062,0.3062,16117957,
manhica_1996,Manhica,,Mozambique,157.94,4,5,None,NA,,,,midSeason,5,1996,5346_05,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,2.58,>24 mo,Weekly,7,No,125,51,322.9167,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,4,5,1,NA,NA,NA,0.2302,Microscopy,0.2302,0.2302,16117957,
manhica_1996,Manhica,,Mozambique,203.82,5,10,None,NA,,,,midSeason,5,1996,5346_06,Saute,2003,Yes,Yes,-25.4058,32.8068,12,7,1999,2.58,>24 mo,Weekly,7,No,245,129,632.9167,1,Microscopy,Fever >=37.5 C + positive blood film,1,Saute (malariometric),2003,"2. 10, 10, 2","1997, 1997, 1998, 1999",4,0,9,0,2057,508,535,0.247,Microscopy,0.259967013,0.259967013,16117957,
NA,Manhica,,Mozambique,51.61,0,0.08,None,38,38,38,38,midSeason,5,2003,3776_01,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,8,155,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.16884856,18302770,
NA,Manhica,,Mozambique,319.8,0.17,0.42,None,38,38,38,38,midSeason,5,2003,3776_02,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,252,788,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.199257709,18302770,
NA,Manhica,,Mozambique,821.6,0.5,1,None,38,38,38,38,midSeason,5,2003,3776_03,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,700,852,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.237234327,18302770,
NA,Manhica,,Mozambique,968.16,1,2,None,38,38,38,38,midSeason,5,2003,3776_04,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,1490,1539,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.264931414,18302770,
NA,Manhica,,Mozambique,867.38,2,3,None,38,38,38,38,midSeason,5,2003,3776_05,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,1223,1410,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.280692372,18302770,
NA,Manhica,,Mozambique,717.77,3,4,None,38,38,38,38,midSeason,5,2003,3776_06,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,1030,1435,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.283277722,18302770,
NA,Manhica,,Mozambique,603.2,4,5,None,38,38,38,38,midSeason,5,2003,3776_07,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,868,1439,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.28370181,18302770,
NA,Manhica,,Mozambique,342.81,5,9,None,38,38,38,38,midSeason,5,2003,3776_08,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,2279,6648,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.283780682,18302770,
NA,Manhica,,Mozambique,198.1,10,15,None,38,38,38,38,midSeason,5,2003,3776_09,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2004,1,12 mo,Weekly*,7,Yes,NA,1043,5265,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.261322979,18302770,
NA,Manhica,,Mozambique,45.75,0,0.08,None,38,38,38,38,midSeason,5,2004,3776_10,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,7,153,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.16884856,18302770,
NA,Manhica,,Mozambique,146.02,0.17,0.42,None,38,38,38,38,midSeason,5,2004,3776_11,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,112,767,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.199257709,18302770,
NA,Manhica,,Mozambique,383.47,0.5,1,None,38,38,38,38,midSeason,5,2004,3776_12,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,334,871,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.237234327,18302770,
NA,Manhica,,Mozambique,501.49,1,2,None,38,38,38,38,midSeason,5,2004,3776_13,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,842,1679,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.264931414,18302770,
NA,Manhica,,Mozambique,580.37,2,3,None,38,38,38,38,midSeason,5,2004,3776_14,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,899,1549,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.280692372,18302770,
NA,Manhica,,Mozambique,458.56,3,4,None,38,38,38,38,midSeason,5,2004,3776_15,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,664,1448,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.283277722,18302770,
NA,Manhica,,Mozambique,359.16,4,5,None,38,38,38,38,midSeason,5,2004,3776_16,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,533,1484,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.28370181,18302770,
NA,Manhica,,Mozambique,243.94,5,9,None,38,38,38,38,midSeason,5,2004,3776_17,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,1701,6973,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.283780682,18302770,
NA,Manhica,,Mozambique,138.96,10,15,None,38,38,38,38,midSeason,5,2004,3776_18,Guinovart,2008,Yes,Yes,-25.4058,32.8068,6,5,2005,1,12 mo,Weekly*,7,Yes,NA,779,5606,0,Microscopy,Fever >=37.5 C  and positive slide at any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.261322979,18302770,
matola_1994,Matola,,Mozambique,340,0,1,None,20,20,20,20,midSeason,5,1994,8624_01,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,24,70.5882,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,0,1,1,429,142,142,0.33,Microscopy,0.33,0.33,9392594,
matola_1994,Matola,,Mozambique,630,2,4,None,20,20,20,20,midSeason,5,1994,8624_02,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,49,77.7778,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,2,4,1,561,212,212,0.378,Microscopy,0.378,0.378,9392594,
matola_1994,Matola,,Mozambique,260,5,9,None,20,20,20,20,midSeason,5,1994,8624_03,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,29,111.5385,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,5,9,1,778,297,297,0.382,Microscopy,0.38200086,0.382,9392594,
matola_1994,Matola,,Mozambique,80,10,14,None,20,20,20,20,midSeason,5,1994,8624_04,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,8,100,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,10,14,1,654,237,237,0.362,Microscopy,0.362,0.362,9392594,
matola_1994,Matola,,Mozambique,70,15,19,None,20,20,20,20,midSeason,5,1994,8624_05,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,6,85.7143,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,15,19,1,497,153,153,0.307,Microscopy,0.307,0.307,9392594,
matola_1994,Matola,,Mozambique,40,20,39,None,20,20,20,20,midSeason,5,1994,8624_06,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,10,250,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,20,39,1,1162,349,349,0.3,Microscopy,0.3,0.3,9392594,
matola_1994,Matola,,Mozambique,40,40,85,None,20,20,20,20,midSeason,5,1994,8624_07,Thompson,1997,Yes,Yes,-25.9662,32.4666,3,6,1995,1.17,13-23 mo,Daily,1,No,NA,4,100,0,Microscopy,Fever >=37.4 C + parasite per 2000 leukocytes examined,1,Same,Same,12; XSS every 2nd month,1993-1995,12,40,85,1,593,91,91,0.154,Microscopy,0.154,0.154,9392594,
